容量倍数,馈线1风险,馈线2风险,馈线3风险
1.0,28.545160370918047,24.97701532455329,17.84072523182378
1.3,22.824512812878165,19.97144871126839,14.265320508048852
1.6,17.269105254838273,15.110467097983486,10.79319078427392
1.9000000000000001,13.820637696798393,12.093057984698591,8.637898560498995
2.2,14.121991083513487,12.3567421980743,8.82624442719593
2.5,15.141746359738562,13.249028064771242,9.463591474836601
2.8000000000000003,16.549423693430054,14.480745731751295,10.343389808393782
3.1000000000000005,17.982221803920073,15.734444078430062,11.238888627450045
