容量倍数,DG总容量/kW,失负荷风险,过负荷风险,系统总风险
1.0,2400.0,71.06276999999999,0.3001309272951358,71.36290092729512
1.3,3120.0,56.76116999999999,0.3001120321954168,57.06128203219541
1.6,3840.0,42.87266999999998,0.3000931370956979,43.17276313709568
1.9000000000000001,4560.0,34.25152,0.300074241995979,34.55159424199598
2.2,5280.0,35.00491999999999,0.30005770878372495,35.30497770878372
2.5,6000.0,37.554320000000004,0.3000458993464006,37.854365899346405
2.8000000000000003,6720.000000000001,41.073520000000016,0.30003923357511086,41.37355923357513
3.1000000000000005,7440.000000000001,44.655519999999996,0.30003450980018115,44.95555450980018
